hand: 23K8Q, type: HighCard, rank: 1, bid: 359, winnings: 359
hand: 5KK55, type: FullHouse, rank: 748, bid: 678, winnings: 507144
hand: 622J6, type: FullHouse, rank: 749, bid: 893, winnings: 668857
hand: 62622, type: FullHouse, rank: 750, bid: 627, winnings: 470250
hand: 64464, type: FullHouse, rank: 751, bid: 574, winnings: 431074
hand: 66555, type: FullHouse, rank: 752, bid: 311, winnings: 233872
hand: 666TT, type: FullHouse, rank: 753, bid: 844, winnings: 635532
hand: 666KK, type: FullHouse, rank: 754, bid: 750, winnings: 565500
hand: 666AA, type: FullHouse, rank: 755, bid: 706, winnings: 533030
hand: 67676, type: FullHouse, rank: 756, bid: 481, winnings: 363636
hand: 67677, type: FullHouse, rank: 757, bid: 635, winnings: 480695
hand: 68868, type: FullHouse, rank: 758, bid: 998, winnings: 756484
hand: 6QQ66, type: FullHouse, rank: 759, bid: 158, winnings: 119922
hand: 6KK6K, type: FullHouse, rank: 760, bid: 136, winnings: 103360
hand: 77722, type: FullHouse, rank: 761, bid: 467, winnings: 355387
hand: 777KK, type: FullHouse, rank: 762, bid: 154, winnings: 117348
hand: 77979, type: FullHouse, rank: 763, bid: 59, winnings: 45017
hand: 77T7T, type: FullHouse, rank: 764, bid: 399, winnings: 304836
hand: 78878, type: FullHouse, rank: 765, bid: 479, winnings: 366435
hand: 7Q7JQ, type: FullHouse, rank: 766, bid: 508, winnings: 389128
hand: 7KKK7, type: FullHouse, rank: 767, bid: 450, winnings: 345150
hand: 7A77A, type: FullHouse, rank: 768, bid: 454, winnings: 348672
hand: 7AAA7, type: FullHouse, rank: 769, bid: 152, winnings: 116888
hand: 8J668, type: FullHouse, rank: 770, bid: 636, winnings: 489720
hand: 84J48, type: FullHouse, rank: 771, bid: 342, winnings: 263682
hand: 88JKK, type: FullHouse, rank: 772, bid: 310, winnings: 239320
hand: 88333, type: FullHouse, rank: 773, bid: 701, winnings: 541873
hand: 8QJQ8, type: FullHouse, rank: 774, bid: 682, winnings: 527868
hand: 8Q88Q, type: FullHouse, rank: 775, bid: 555, winnings: 430125
hand: 8AAJ8, type: FullHouse, rank: 776, bid: 845, winnings: 655720
hand: 95599, type: FullHouse, rank: 777, bid: 605, winnings: 470085
hand: 96996, type: FullHouse, rank: 778, bid: 25, winnings: 19450
hand: 98J89, type: FullHouse, rank: 779, bid: 236, winnings: 183844
hand: 98898, type: FullHouse, rank: 780, bid: 113, winnings: 88140
hand: 98989, type: FullHouse, rank: 781, bid: 526, winnings: 410806
hand: 99944, type: FullHouse, rank: 782, bid: 571, winnings: 446522
hand: 9TTT9, type: FullHouse, rank: 783, bid: 92, winnings: 72036
hand: TJ3T3, type: FullHouse, rank: 784, bid: 191, winnings: 149744
hand: T88T8, type: FullHouse, rank: 785, bid: 903, winnings: 708855
hand: TT9J9, type: FullHouse, rank: 786, bid: 579, winnings: 455094
hand: TATTA, type: FullHouse, rank: 787, bid: 456, winnings: 358872
hand: QJQ22, type: FullHouse, rank: 788, bid: 47, winnings: 37036
hand: Q222Q, type: FullHouse, rank: 789, bid: 453, winnings: 357417
hand: Q2QQ2, type: FullHouse, rank: 790, bid: 753, winnings: 594870
hand: Q44JQ, type: FullHouse, rank: 791, bid: 423, winnings: 334593
hand: Q4QQ4, type: FullHouse, rank: 792, bid: 486, winnings: 384912
hand: Q5Q5Q, type: FullHouse, rank: 793, bid: 245, winnings: 194285
hand: Q77QQ, type: FullHouse, rank: 794, bid: 756, winnings: 600264
hand: QQ6Q6, type: FullHouse, rank: 795, bid: 53, winnings: 42135
hand: QQ9J9, type: FullHouse, rank: 796, bid: 81, winnings: 64476
hand: QQQKK, type: FullHouse, rank: 797, bid: 112, winnings: 89264
hand: K3K3K, type: FullHouse, rank: 798, bid: 283, winnings: 225834
hand: K4KK4, type: FullHouse, rank: 799, bid: 870, winnings: 695130
hand: K55KJ, type: FullHouse, rank: 800, bid: 822, winnings: 657600
hand: K55KK, type: FullHouse, rank: 801, bid: 624, winnings: 499824
hand: KK2J2, type: FullHouse, rank: 802, bid: 728, winnings: 583856
hand: KKQKQ, type: FullHouse, rank: 803, bid: 445, winnings: 357335
hand: KAAKK, type: FullHouse, rank: 804, bid: 911, winnings: 732444
hand: A4J4A, type: FullHouse, rank: 805, bid: 421, winnings: 338905
hand: A5AJ5, type: FullHouse, rank: 806, bid: 220, winnings: 177320
hand: A88AA, type: FullHouse, rank: 807, bid: 619, winnings: 499533
hand: A9A9A, type: FullHouse, rank: 808, bid: 550, winnings: 444400
hand: ATATA, type: FullHouse, rank: 809, bid: 514, winnings: 415826
hand: AKKAA, type: FullHouse, rank: 810, bid: 543, winnings: 439830
hand: AAJ22, type: FullHouse, rank: 811, bid: 15, winnings: 12165
hand: AAA66, type: FullHouse, rank: 812, bid: 173, winnings: 140476
hand: JJ55T, type: FourOfAKind, rank: 813, bid: 561, winnings: 456093
hand: JJ73J, type: FourOfAKind, rank: 814, bid: 83, winnings: 67562
hand: JJTKJ, type: FourOfAKind, rank: 815, bid: 69, winnings: 56235
hand: JJQ5J, type: FourOfAKind, rank: 816, bid: 645, winnings: 526320
hand: J2J5J, type: FourOfAKind, rank: 817, bid: 824, winnings: 673208
hand: J3J5J, type: FourOfAKind, rank: 818, bid: 513, winnings: 419634
hand: J4J24, type: FourOfAKind, rank: 819, bid: 360, winnings: 294840
hand: J4484, type: FourOfAKind, rank: 820, bid: 662, winnings: 542840
hand: J522J, type: FourOfAKind, rank: 821, bid: 238, winnings: 195398
hand: J666T, type: FourOfAKind, rank: 822, bid: 11, winnings: 9042
hand: J7577, type: FourOfAKind, rank: 823, bid: 995, winnings: 818885
hand: J8887, type: FourOfAKind, rank: 824, bid: 320, winnings: 263680
hand: J8Q88, type: FourOfAKind, rank: 825, bid: 913, winnings: 753225
hand: J999K, type: FourOfAKind, rank: 826, bid: 30, winnings: 24780
hand: JQTQQ, type: FourOfAKind, rank: 827, bid: 656, winnings: 542512
hand: JQQQ2, type: FourOfAKind, rank: 828, bid: 349, winnings: 288972
hand: JAQAA, type: FourOfAKind, rank: 829, bid: 818, winnings: 678122
hand: JAA8J, type: FourOfAKind, rank: 830, bid: 730, winnings: 605900
hand: 22262, type: FourOfAKind, rank: 831, bid: 540, winnings: 448740
hand: 22422, type: FourOfAKind, rank: 832, bid: 633, winnings: 526656
hand: 23J22, type: FourOfAKind, rank: 833, bid: 3, winnings: 2499
hand: 2555J, type: FourOfAKind, rank: 834, bid: 849, winnings: 708066
hand: 29222, type: FourOfAKind, rank: 835, bid: 606, winnings: 506010
hand: 3J777, type: FourOfAKind, rank: 836, bid: 125, winnings: 104500
hand: 33JJ5, type: FourOfAKind, rank: 837, bid: 684, winnings: 572508
hand: 33353, type: FourOfAKind, rank: 838, bid: 492, winnings: 412296
hand: 33373, type: FourOfAKind, rank: 839, bid: 859, winnings: 720701
hand: 33Q33, type: FourOfAKind, rank: 840, bid: 573, winnings: 481320
hand: 34444, type: FourOfAKind, rank: 841, bid: 720, winnings: 605520
hand: 3KKKJ, type: FourOfAKind, rank: 842, bid: 836, winnings: 703912
hand: 4J222, type: FourOfAKind, rank: 843, bid: 944, winnings: 795792
hand: 4J4JK, type: FourOfAKind, rank: 844, bid: 791, winnings: 667604
hand: 4J454, type: FourOfAKind, rank: 845, bid: 777, winnings: 656565
hand: 43J33, type: FourOfAKind, rank: 846, bid: 344, winnings: 291024
hand: 44244, type: FourOfAKind, rank: 847, bid: 34, winnings: 28798
hand: 44447, type: FourOfAKind, rank: 848, bid: 546, winnings: 463008
hand: 44454, type: FourOfAKind, rank: 849, bid: 586, winnings: 497514
hand: 44464, type: FourOfAKind, rank: 850, bid: 820, winnings: 697000
hand: 444TJ, type: FourOfAKind, rank: 851, bid: 74, winnings: 62974
hand: 44844, type: FourOfAKind, rank: 852, bid: 637, winnings: 542724
hand: 44944, type: FourOfAKind, rank: 853, bid: 68, winnings: 58004
hand: 44A44, type: FourOfAKind, rank: 854, bid: 37, winnings: 31598
hand: 45555, type: FourOfAKind, rank: 855, bid: 767, winnings: 655785
hand: 47777, type: FourOfAKind, rank: 856, bid: 929, winnings: 795224
hand: 4KJ44, type: FourOfAKind, rank: 857, bid: 511, winnings: 437927
hand: 5J4J4, type: FourOfAKind, rank: 858, bid: 212, winnings: 181896
hand: 5J655, type: FourOfAKind, rank: 859, bid: 489, winnings: 420051
hand: 52555, type: FourOfAKind, rank: 860, bid: 77, winnings: 66220
hand: 55558, type: FourOfAKind, rank: 861, bid: 100, winnings: 86100
hand: 5555K, type: FourOfAKind, rank: 862, bid: 888, winnings: 765456
hand: 55565, type: FourOfAKind, rank: 863, bid: 313, winnings: 270119
hand: 55A55, type: FourOfAKind, rank: 864, bid: 356, winnings: 307584
hand: 57777, type: FourOfAKind, rank: 865, bid: 248, winnings: 214520
hand: 5999J, type: FourOfAKind, rank: 866, bid: 848, winnings: 734368
hand: 5Q555, type: FourOfAKind, rank: 867, bid: 626, winnings: 542742
hand: 6JJTT, type: FourOfAKind, rank: 868, bid: 632, winnings: 548576
hand: 622J2, type: FourOfAKind, rank: 869, bid: 330, winnings: 286770
hand: 63333, type: FourOfAKind, rank: 870, bid: 711, winnings: 618570
hand: 65666, type: FourOfAKind, rank: 871, bid: 126, winnings: 109746
hand: 66266, type: FourOfAKind, rank: 872, bid: 918, winnings: 800496
hand: 663J6, type: FourOfAKind, rank: 873, bid: 821, winnings: 716733
hand: 66366, type: FourOfAKind, rank: 874, bid: 788, winnings: 688712
hand: 66866, type: FourOfAKind, rank: 875, bid: 192, winnings: 168000
hand: 7J77A, type: FourOfAKind, rank: 876, bid: 300, winnings: 262800
hand: 7JT77, type: FourOfAKind, rank: 877, bid: 258, winnings: 226266
hand: 72J22, type: FourOfAKind, rank: 878, bid: 215, winnings: 188770
hand: 72222, type: FourOfAKind, rank: 879, bid: 123, winnings: 108117
hand: 72777, type: FourOfAKind, rank: 880, bid: 347, winnings: 305360
hand: 75555, type: FourOfAKind, rank: 881, bid: 741, winnings: 652821
hand: 76666, type: FourOfAKind, rank: 882, bid: 9, winnings: 7938
hand: 77J2J, type: FourOfAKind, rank: 883, bid: 946, winnings: 835318
hand: 77J67, type: FourOfAKind, rank: 884, bid: 31, winnings: 27404
hand: 77767, type: FourOfAKind, rank: 885, bid: 641, winnings: 567285
hand: 77773, type: FourOfAKind, rank: 886, bid: 451, winnings: 399586
hand: 7777T, type: FourOfAKind, rank: 887, bid: 548, winnings: 486076
hand: 7777Q, type: FourOfAKind, rank: 888, bid: 950, winnings: 843600
hand: 777KJ, type: FourOfAKind, rank: 889, bid: 389, winnings: 345821
hand: 777K7, type: FourOfAKind, rank: 890, bid: 202, winnings: 179780
hand: 7TTTT, type: FourOfAKind, rank: 891, bid: 483, winnings: 430353
hand: 7QQQJ, type: FourOfAKind, rank: 892, bid: 697, winnings: 621724
hand: 7AJ7J, type: FourOfAKind, rank: 893, bid: 426, winnings: 380418
hand: 7AAAA, type: FourOfAKind, rank: 894, bid: 926, winnings: 827844
hand: 8JJ8T, type: FourOfAKind, rank: 895, bid: 922, winnings: 825190
hand: 8J588, type: FourOfAKind, rank: 896, bid: 992, winnings: 888832
hand: 8333J, type: FourOfAKind, rank: 897, bid: 182, winnings: 163254
hand: 84JJJ, type: FourOfAKind, rank: 898, bid: 206, winnings: 184988
hand: 86888, type: FourOfAKind, rank: 899, bid: 294, winnings: 264306
hand: 877J7, type: FourOfAKind, rank: 900, bid: 943, winnings: 848700
hand: 87777, type: FourOfAKind, rank: 901, bid: 768, winnings: 691968
hand: 88J28, type: FourOfAKind, rank: 902, bid: 203, winnings: 183106
hand: 88388, type: FourOfAKind, rank: 903, bid: 987, winnings: 891261
hand: 88882, type: FourOfAKind, rank: 904, bid: 651, winnings: 588504
hand: 888T8, type: FourOfAKind, rank: 905, bid: 772, winnings: 698660
hand: 8K888, type: FourOfAKind, rank: 906, bid: 782, winnings: 708492
hand: 9J939, type: FourOfAKind, rank: 907, bid: 267, winnings: 242169
hand: 9555J, type: FourOfAKind, rank: 908, bid: 12, winnings: 10896
hand: 96J6J, type: FourOfAKind, rank: 909, bid: 469, winnings: 426321
hand: 96666, type: FourOfAKind, rank: 910, bid: 521, winnings: 474110
hand: 969JJ, type: FourOfAKind, rank: 911, bid: 965, winnings: 879115
hand: 9899J, type: FourOfAKind, rank: 912, bid: 862, winnings: 786144
hand: 99899, type: FourOfAKind, rank: 913, bid: 623, winnings: 568799
hand: 9992J, type: FourOfAKind, rank: 914, bid: 216, winnings: 197424
hand: 99929, type: FourOfAKind, rank: 915, bid: 119, winnings: 108885
hand: 99959, type: FourOfAKind, rank: 916, bid: 339, winnings: 310524
hand: 9997J, type: FourOfAKind, rank: 917, bid: 541, winnings: 496097
hand: 9999K, type: FourOfAKind, rank: 918, bid: 268, winnings: 246024
hand: 9KKKK, type: FourOfAKind, rank: 919, bid: 556, winnings: 510964
hand: 9A999, type: FourOfAKind, rank: 920, bid: 825, winnings: 759000
hand: T2222, type: FourOfAKind, rank: 921, bid: 714, winnings: 657594
hand: T333J, type: FourOfAKind, rank: 922, bid: 703, winnings: 648166
hand: T5TTT, type: FourOfAKind, rank: 923, bid: 155, winnings: 143065
hand: T6TTJ, type: FourOfAKind, rank: 924, bid: 290, winnings: 267960
hand: TTJ3T, type: FourOfAKind, rank: 925, bid: 852, winnings: 788100
hand: TTJ7T, type: FourOfAKind, rank: 926, bid: 890, winnings: 824140
hand: TTJQJ, type: FourOfAKind, rank: 927, bid: 601, winnings: 557127
hand: TT2TT, type: FourOfAKind, rank: 928, bid: 792, winnings: 734976
hand: TT6TT, type: FourOfAKind, rank: 929, bid: 64, winnings: 59456
hand: TT8TJ, type: FourOfAKind, rank: 930, bid: 527, winnings: 490110
hand: TTT4T, type: FourOfAKind, rank: 931, bid: 56, winnings: 52136
hand: TTTT9, type: FourOfAKind, rank: 932, bid: 881, winnings: 821092
hand: TKJKK, type: FourOfAKind, rank: 933, bid: 644, winnings: 600852
hand: TKTTT, type: FourOfAKind, rank: 934, bid: 174, winnings: 162516
hand: QJAQQ, type: FourOfAKind, rank: 935, bid: 331, winnings: 309485
hand: QJAAJ, type: FourOfAKind, rank: 936, bid: 533, winnings: 498888
hand: Q3QQQ, type: FourOfAKind, rank: 937, bid: 358, winnings: 335446
hand: QTTTT, type: FourOfAKind, rank: 938, bid: 199, winnings: 186662
hand: QQ7QQ, type: FourOfAKind, rank: 939, bid: 362, winnings: 339918
hand: QQQJ8, type: FourOfAKind, rank: 940, bid: 566, winnings: 532040
hand: QQQ4Q, type: FourOfAKind, rank: 941, bid: 933, winnings: 877953
hand: QQQ9Q, type: FourOfAKind, rank: 942, bid: 228, winnings: 214776
hand: QQQQT, type: FourOfAKind, rank: 943, bid: 899, winnings: 847757
hand: QKQQQ, type: FourOfAKind, rank: 944, bid: 261, winnings: 246384
hand: QAQQQ, type: FourOfAKind, rank: 945, bid: 640, winnings: 604800
hand: KJJ66, type: FourOfAKind, rank: 946, bid: 282, winnings: 266772
hand: KJTJK, type: FourOfAKind, rank: 947, bid: 814, winnings: 770858
hand: KJKK6, type: FourOfAKind, rank: 948, bid: 490, winnings: 464520
hand: KJKKQ, type: FourOfAKind, rank: 949, bid: 832, winnings: 789568
hand: K2222, type: FourOfAKind, rank: 950, bid: 184, winnings: 174800
hand: K2KKK, type: FourOfAKind, rank: 951, bid: 308, winnings: 292908
hand: K5J55, type: FourOfAKind, rank: 952, bid: 982, winnings: 934864
hand: K8KKJ, type: FourOfAKind, rank: 953, bid: 857, winnings: 816721
hand: KTKKK, type: FourOfAKind, rank: 954, bid: 422, winnings: 402588
hand: KQKKK, type: FourOfAKind, rank: 955, bid: 474, winnings: 452670
hand: KKJ4K, type: FourOfAKind, rank: 956, bid: 948, winnings: 906288
hand: KK7KK, type: FourOfAKind, rank: 957, bid: 745, winnings: 712965
hand: KK9JK, type: FourOfAKind, rank: 958, bid: 110, winnings: 105380
hand: KKK4K, type: FourOfAKind, rank: 959, bid: 676, winnings: 648284
hand: KKK8K, type: FourOfAKind, rank: 960, bid: 491, winnings: 471360
hand: KAKKK, type: FourOfAKind, rank: 961, bid: 735, winnings: 706335
hand: A33J3, type: FourOfAKind, rank: 962, bid: 114, winnings: 109668
hand: A7JAJ, type: FourOfAKind, rank: 963, bid: 306, winnings: 294678
hand: A8JAA, type: FourOfAKind, rank: 964, bid: 622, winnings: 599608
hand: A8AAA, type: FourOfAKind, rank: 965, bid: 388, winnings: 374420
hand: ATAAJ, type: FourOfAKind, rank: 966, bid: 183, winnings: 176778
hand: AKAAA, type: FourOfAKind, rank: 967, bid: 710, winnings: 686570
hand: AAJ5A, type: FourOfAKind, rank: 968, bid: 941, winnings: 910888
hand: AAQAA, type: FourOfAKind, rank: 969, bid: 883, winnings: 855627
hand: AAAA4, type: FourOfAKind, rank: 970, bid: 652, winnings: 632440
hand: JJJJJ, type: FiveOfAKind, rank: 971, bid: 647, winnings: 628237
hand: JJ8JJ, type: FiveOfAKind, rank: 972, bid: 868, winnings: 843696
hand: JJQQQ, type: FiveOfAKind, rank: 973, bid: 333, winnings: 324009
hand: JJKKK, type: FiveOfAKind, rank: 974, bid: 366, winnings: 356484
hand: J2222, type: FiveOfAKind, rank: 975, bid: 661, winnings: 644475
hand: J555J, type: FiveOfAKind, rank: 976, bid: 698, winnings: 681248
hand: J666J, type: FiveOfAKind, rank: 977, bid: 596, winnings: 582292
hand: J6666, type: FiveOfAKind, rank: 978, bid: 188, winnings: 183864
hand: J77J7, type: FiveOfAKind, rank: 979, bid: 205, winnings: 200695
hand: J888J, type: FiveOfAKind, rank: 980, bid: 726, winnings: 711480
hand: J9JJ9, type: FiveOfAKind, rank: 981, bid: 713, winnings: 699453
hand: JTTTT, type: FiveOfAKind, rank: 982, bid: 51, winnings: 50082
hand: JAAAA, type: FiveOfAKind, rank: 983, bid: 717, winnings: 704811
hand: 2J2J2, type: FiveOfAKind, rank: 984, bid: 322, winnings: 316848
hand: 3JJ33, type: FiveOfAKind, rank: 985, bid: 994, winnings: 979090
hand: 333J3, type: FiveOfAKind, rank: 986, bid: 442, winnings: 435812
hand: 44J44, type: FiveOfAKind, rank: 987, bid: 583, winnings: 575421
hand: 444JJ, type: FiveOfAKind, rank: 988, bid: 133, winnings: 131404
hand: 55J55, type: FiveOfAKind, rank: 989, bid: 270, winnings: 267030
hand: 6J6JJ, type: FiveOfAKind, rank: 990, bid: 312, winnings: 308880
hand: 7JJ7J, type: FiveOfAKind, rank: 991, bid: 88, winnings: 87208
hand: 7777J, type: FiveOfAKind, rank: 992, bid: 401, winnings: 397792
hand: 8J8JJ, type: FiveOfAKind, rank: 993, bid: 898, winnings: 891714
hand: 88J88, type: FiveOfAKind, rank: 994, bid: 916, winnings: 910504
hand: 99J9J, type: FiveOfAKind, rank: 995, bid: 129, winnings: 128355
hand: 9999J, type: FiveOfAKind, rank: 996, bid: 617, winnings: 614532
hand: TTJTJ, type: FiveOfAKind, rank: 997, bid: 603, winnings: 601191
hand: QJQQQ, type: FiveOfAKind, rank: 998, bid: 89, winnings: 88822
hand: KKKKJ, type: FiveOfAKind, rank: 999, bid: 198, winnings: 197802
hand: AJAJA, type: FiveOfAKind, rank: 1000, bid: 66, winnings: 66000
